timestamp,vo_x,vo_y,vo_z,enc_x,enc_y,enc_theta
38.336,-1.3897,-4.5088,-5.5814,0.0342,0.1334,-1.0239
38.382,-1.3897,-4.5088,-5.5814,0.0345,0.1332,-0.9677
38.440,-1.3544,-4.7900,-6.5404,0.0347,0.1330,-0.9111
38.470,-2.0548,-4.5028,-7.1938,0.0347,0.1329,-0.8920
38.505,-2.0548,-4.5028,-7.1938,0.0349,0.1327,-0.8534
38.545,-2.2666,-4.2206,-6.2581,0.0350,0.1325,-0.8147
38.577,-1.4969,-4.7433,-6.6246,0.0352,0.1323,-0.7763
38.607,-1.4969,-4.7433,-6.6246,0.0354,0.1321,-0.7574
38.637,-1.4969,-4.7433,-6.6246,0.0356,0.1320,-0.7197
38.663,-1.4969,-4.7433,-6.6246,0.0357,0.1319,-0.7006
38.691,-1.4969,-4.7433,-6.6246,0.0359,0.1320,-0.6816
38.714,-1.4969,-4.7433,-6.6246,0.0360,0.1321,-0.6623
38.741,-1.4969,-4.7433,-6.6246,0.0363,0.1323,-0.6236
38.765,-1.7227,-4.8943,-7.5870,0.0363,0.1323,-0.6041
38.792,-1.9891,-4.8821,-8.5508,0.0365,0.1323,-0.5843
38.814,-1.9891,-4.8821,-8.5508,0.0366,0.1323,-0.5646
38.845,-2.2412,-4.9744,-9.5141,0.0368,0.1324,-0.5252
38.869,-2.2412,-4.9744,-9.5141,0.0368,0.1324,-0.5053
38.892,-2.2412,-4.9744,-9.5141,0.0369,0.1325,-0.4857
38.928,-2.2412,-4.9744,-9.5141,0.0369,0.1325,-0.4465
38.964,-2.2412,-4.9744,-9.5141,0.0370,0.1323,-0.4076
38.993,-2.2412,-4.9744,-9.5141,0.0371,0.1323,-0.3878
39.035,-2.1919,-5.5993,-10.2933,0.0372,0.1323,-0.3481
39.070,-2.2368,-4.9650,-9.5215,0.0374,0.1323,-0.3087
39.104,-2.2368,-4.9650,-9.5215,0.0375,0.1321,-0.2698
39.132,-3.0055,-4.3357,-9.4072,0.0375,0.1321,-0.2503
39.161,-3.0055,-4.3357,-9.4072,0.0376,0.1323,-0.2109
39.215,-3.5961,-4.0687,-10.1687,0.0377,0.1324,-0.1710
39.241,-4.3044,-3.4818,-10.5611,0.0377,0.1324,-0.1312
39.274,-4.3583,-3.4098,-11.5570,0.0376,0.1324,-0.1111
39.310,-4.2861,-4.3810,-11.3299,0.0375,0.1324,-0.0720
39.341,-4.2861,-4.3810,-11.3299,0.0375,0.1323,-0.0334
39.380,-4.2861,-4.3810,-11.3299,0.0376,0.1322,0.0049
39.410,-3.6881,-4.8916,-11.9477,0.0376,0.1322,0.0246
39.443,-3.6123,-5.8742,-11.7782,0.0376,0.1322,0.0639
39.476,-3.6123,-5.8742,-11.7782,0.0377,0.1322,0.0827
39.505,-3.6123,-5.8742,-11.7782,0.0379,0.1322,0.1129
39.557,-3.5815,-5.0085,-12.2778,0.0382,0.1319,0.1332
39.590,-2.9590,-5.1257,-13.0516,0.0382,0.1315,0.1438
39.641,-2.9590,-5.1257,-13.0516,0.0383,0.1315,0.1456
39.677,-2.9590,-5.1257,-13.0516,0.0383,0.1315,0.1456
39.723,-2.9590,-5.1257,-13.0516,0.0383,0.1315,0.1456
39.765,-2.9590,-5.1257,-13.0516,0.0383,0.1315,0.1456
39.804,-2.9590,-5.1257,-13.0516,0.0383,0.1315,0.1456
39.845,-2.9590,-5.1257,-13.0516,0.0383,0.1315,0.1456
39.878,-2.9590,-5.1257,-13.0516,0.0383,0.1315,0.1456
39.910,-2.9590,-5.1257,-13.0516,0.0383,0.1315,0.1456
39.947,-2.9590,-5.1257,-13.0516,0.0383,0.1315,0.1456
39.980,-2.9590,-5.1257,-13.0516,0.0383,0.1315,0.1456
40.012,-2.9590,-5.1257,-13.0516,0.0383,0.1315,0.1456
40.045,-2.9590,-5.1257,-13.0516,0.0383,0.1315,0.1456
40.078,-2.9590,-5.1257,-13.0516,0.0383,0.1315,0.1456
40.114,-2.9590,-5.1257,-13.0516,0.0383,0.1315,0.1456
40.146,-2.9590,-5.1257,-13.0516,0.0383,0.1315,0.1456
40.179,-2.9590,-5.1257,-13.0516,0.0383,0.1315,0.1456
40.215,-2.9590,-5.1257,-13.0516,0.0383,0.1315,0.1456
40.248,-2.9590,-5.1257,-13.0516,0.0383,0.1315,0.1456
40.281,-2.9590,-5.1257,-13.0516,0.0383,0.1315,0.1456
40.313,-2.9590,-5.1257,-13.0516,0.0383,0.1315,0.1456
40.345,-2.9590,-5.1257,-13.0516,0.0383,0.1315,0.1456
40.384,-2.9590,-5.1257,-13.0516,0.0383,0.1315,0.1456
40.416,-2.9590,-5.1257,-13.0516,0.0383,0.1315,0.1456
40.449,-2.9590,-5.1257,-13.0516,0.0383,0.1315,0.1456
40.482,-2.9590,-5.1257,-13.0516,0.0383,0.1315,0.1456
40.515,-2.9590,-5.1257,-13.0516,0.0383,0.1315,0.1456
40.550,-2.9590,-5.1257,-13.0516,0.0383,0.1315,0.1456
40.584,-2.9590,-5.1257,-13.0516,0.0383,0.1315,0.1456
40.617,-2.9590,-5.1257,-13.0516,0.0383,0.1315,0.1456
40.649,-2.9590,-5.1257,-13.0516,0.0383,0.1315,0.1456
40.682,-2.9590,-5.1257,-13.0516,0.0383,0.1315,0.1456
40.719,-2.9590,-5.1257,-13.0516,0.0383,0.1315,0.1456
40.752,-2.9590,-5.1257,-13.0516,0.0383,0.1315,0.1456
40.785,-2.9590,-5.1257,-13.0516,0.0383,0.1315,0.1456
40.818,-2.9590,-5.1257,-13.0516,0.0383,0.1315,0.1456
40.850,-2.9590,-5.1257,-13.0516,0.0383,0.1315,0.1456
40.887,-2.9590,-5.1257,-13.0516,0.0383,0.1315,0.1456
40.922,-2.9590,-5.1257,-13.0516,0.0383,0.1315,0.1456
40.954,-2.9590,-5.1257,-13.0516,0.0383,0.1315,0.1456
40.987,-2.9590,-5.1257,-13.0516,0.0383,0.1315,0.1456
41.020,-2.9590,-5.1257,-13.0516,0.0383,0.1315,0.1456
41.054,-2.9590,-5.1257,-13.0516,0.0383,0.1315,0.1456
41.088,-2.9590,-5.1257,-13.0516,0.0383,0.1315,0.1456
41.121,-2.9590,-5.1257,-13.0516,0.0383,0.1315,0.1456
41.154,-2.9590,-5.1257,-13.0516,0.0383,0.1315,0.1456
41.187,-2.9590,-5.1257,-13.0516,0.0383,0.1315,0.1456
41.219,-2.9590,-5.1257,-13.0516,0.0383,0.1315,0.1456
41.254,-2.9590,-5.1257,-13.0516,0.0383,0.1315,0.1456
41.287,-2.9590,-5.1257,-13.0516,0.0383,0.1315,0.1456
41.323,-2.9590,-5.1257,-13.0516,0.0383,0.1315,0.1456
41.355,-2.9590,-5.1257,-13.0516,0.0383,0.1315,0.1456
41.388,-2.9590,-5.1257,-13.0516,0.0383,0.1315,0.1456
41.422,-2.9590,-5.1257,-13.0516,0.0383,0.1315,0.1456
41.455,-2.9590,-5.1257,-13.0516,0.0383,0.1315,0.1456
41.491,-2.9590,-5.1257,-13.0516,0.0383,0.1315,0.1456
41.525,-2.9590,-5.1257,-13.0516,0.0383,0.1315,0.1456
41.557,-2.9590,-5.1257,-13.0516,0.0383,0.1315,0.1456
41.592,-2.9590,-5.1257,-13.0516,0.0383,0.1315,0.1456
41.627,-2.9590,-5.1257,-13.0516,0.0383,0.1315,0.1456
41.660,-2.9590,-5.1257,-13.0516,0.0383,0.1315,0.1456
41.692,-2.9590,-5.1257,-13.0516,0.0383,0.1315,0.1456
41.725,-2.9590,-5.1257,-13.0516,0.0383,0.1315,0.1456
41.758,-2.9590,-5.1257,-13.0516,0.0383,0.1315,0.1456
41.790,-2.9590,-5.1257,-13.0516,0.0383,0.1315,0.1456
41.827,-2.9590,-5.1257,-13.0516,0.0383,0.1315,0.1456
41.860,-2.9590,-5.1257,-13.0516,0.0383,0.1315,0.1456
41.893,-2.9590,-5.1257,-13.0516,0.0383,0.1315,0.1456
41.925,-2.9590,-5.1257,-13.0516,0.0383,0.1315,0.1456
41.958,-2.9590,-5.1257,-13.0516,0.0383,0.1315,0.1456
41.991,-2.9590,-5.1257,-13.0516,0.0383,0.1315,0.1456
42.027,-2.9590,-5.1257,-13.0516,0.0383,0.1315,0.1456
42.059,-2.9590,-5.1257,-13.0516,0.0383,0.1315,0.1456
42.095,-2.9590,-5.1257,-13.0516,0.0383,0.1315,0.1456
42.128,-2.9590,-5.1257,-13.0516,0.0383,0.1315,0.1456
42.161,-2.9590,-5.1257,-13.0516,0.0383,0.1315,0.1456
42.194,-2.9590,-5.1257,-13.0516,0.0383,0.1315,0.1456
42.227,-2.9590,-5.1257,-13.0516,0.0383,0.1315,0.1456
42.263,-2.9590,-5.1257,-13.0516,0.0383,0.1315,0.1456
42.296,-2.9590,-5.1257,-13.0516,0.0383,0.1315,0.1456
42.330,-2.9590,-5.1257,-13.0516,0.0383,0.1315,0.1456
42.363,-2.9590,-5.1257,-13.0516,0.0383,0.1315,0.1456
42.396,-2.9590,-5.1257,-13.0516,0.0383,0.1315,0.1456
42.430,-2.9590,-5.1257,-13.0516,0.0383,0.1315,0.1456
42.463,-2.9590,-5.1257,-13.0516,0.0383,0.1315,0.1456
42.496,-2.9590,-5.1257,-13.0516,0.0383,0.1315,0.1456
42.530,-2.9590,-5.1257,-13.0516,0.0383,0.1315,0.1456
42.564,-2.9590,-5.1257,-13.0516,0.0383,0.1315,0.1456
42.598,-2.9590,-5.1257,-13.0516,0.0383,0.1315,0.1456
42.631,-2.9590,-5.1257,-13.0516,0.0383,0.1315,0.1456
42.666,-2.9590,-5.1257,-13.0516,0.0383,0.1315,0.1456
42.698,-2.9590,-5.1257,-13.0516,0.0383,0.1315,0.1456
42.732,-2.9590,-5.1257,-13.0516,0.0383,0.1315,0.1456
42.765,-2.9590,-5.1257,-13.0516,0.0383,0.1315,0.1456
42.798,-2.9590,-5.1257,-13.0516,0.0383,0.1315,0.1456
42.831,-2.9590,-5.1257,-13.0516,0.0383,0.1315,0.1456
42.866,-2.9590,-5.1257,-13.0516,0.0383,0.1315,0.1456
42.899,-2.9590,-5.1257,-13.0516,0.0383,0.1315,0.1456
42.931,-2.9590,-5.1257,-13.0516,0.0383,0.1315,0.1456
42.968,-2.9590,-5.1257,-13.0516,0.0383,0.1315,0.1456
43.001,-2.9590,-5.1257,-13.0516,0.0383,0.1315,0.1456
43.034,-2.9590,-5.1257,-13.0516,0.0383,0.1315,0.1456
43.067,-2.9590,-5.1257,-13.0516,0.0383,0.1315,0.1456
43.099,-2.2193,-4.8903,-12.4211,0.0383,0.1315,0.1456
43.135,-2.2193,-4.8903,-12.4211,0.0383,0.1315,0.1456
43.169,-2.2193,-4.8903,-12.4211,0.0383,0.1315,0.1456
43.202,-2.2193,-4.8903,-12.4211,0.0383,0.1315,0.1456
43.235,-2.2193,-4.8903,-12.4211,0.0383,0.1315,0.1456
43.269,-2.2193,-4.8903,-12.4211,0.0383,0.1315,0.1456
43.304,-2.2193,-4.8903,-12.4211,0.0383,0.1315,0.1456
43.337,-2.2193,-4.8903,-12.4211,0.0383,0.1315,0.1456
43.371,-2.2193,-4.8903,-12.4211,0.0383,0.1315,0.1456
43.405,-2.2193,-4.8903,-12.4211,0.0383,0.1315,0.1456
43.439,-2.2193,-4.8903,-12.4211,0.0383,0.1315,0.1456
43.472,-2.2193,-4.8903,-12.4211,0.0383,0.1315,0.1456
43.506,-2.2193,-4.8903,-12.4211,0.0383,0.1315,0.1456
43.538,-2.2193,-4.8903,-12.4211,0.0383,0.1315,0.1456
43.570,-2.2193,-4.8903,-12.4211,0.0383,0.1315,0.1456
43.605,-2.2193,-4.8903,-12.4211,0.0383,0.1315,0.1456
43.638,-2.2193,-4.8903,-12.4211,0.0383,0.1315,0.1456
43.671,-2.2193,-4.8903,-12.4211,0.0383,0.1315,0.1456
43.710,-2.2193,-4.8903,-12.4211,0.0383,0.1315,0.1456
43.744,-2.2193,-4.8903,-12.4211,0.0383,0.1315,0.1456
43.777,-2.2193,-4.8903,-12.4211,0.0383,0.1315,0.1456
43.811,-2.2193,-4.8903,-12.4211,0.0383,0.1315,0.1456
43.844,-2.2193,-4.8903,-12.4211,0.0383,0.1315,0.1456
43.877,-2.2193,-4.8903,-12.4211,0.0383,0.1315,0.1456
